sample_id,txId,sessionId,stationId,chargerId,locationUid,evseId,connectorId,sequenceNumber,sampleTime,timestamp,relativeTsSeconds,startTime,status,chargingState,isCharging,isPreparing,active,ended,startReason,stopReason,stopAvailable,soc,stateOfCharge,voltage,current,powerW,powerKw,currentDemand,currentReservation,targetCurrent,targetVoltage,evMaximumCurrent,evMaximumPowerKw,evMaximumVoltage,maxPowerKw,maxPowerKwActual,maxPowerKwPresent,maxPowerWPresent,chargedEnergyKwh,energyWh,energyWhEstimate,energyWhMeter,calculatedWh,calculatedWhStart,efficiency,environmentalTemperature,pinTemp,pin2temp,boardTemp,rtTemp,AFEHeatsinkTemp,DCDCHeatsinkTemp,evCommunicationActive,evCommunicationStandard,cableConnected,cablesLocked,commNotReady,commNotReadyReasons_count,evPresent,insulationTestStatus,insulationTestFailed,hwFailure,hwFailureReasons_count,alarms_count,errors_count,unavailableReason,chargingProtocol,plugType,plugTypeDetail,voltageCategory,vehicleMacAddress,vehicleRunId,current_error,current_error_abs,current_error_ratio,target_current_error,target_voltage_error,power_vi_error_w,temperature_to_ambient_delta,timestamp_gap_seconds,sequence_gap,missing_ratio,pmc_module_count,pmc_current_mean,pmc_current_std,pmc_current_gap,pmc_powerW_mean,pmc_powerW_std,pmc_powerW_gap,pmc_voltage_mean,pmc_voltage_std,pmc_voltage_gap,pmc_boardTemp_mean,pmc_boardTemp_std,pmc_rtTemp_mean,pmc_AFEHeatsinkTemp_mean,pmc_DCDCHeatsinkTemp_mean,pmc_temp_gap,pmc_voltageTHD_mean,pmc_voltageTHD_max,scenario,anomaly_start_relative_s,anomaly_end_relative_s,label_current_anomaly,label_future_anomaly_5min,label_future_anomaly_10min,label_future_anomaly_15min,label_source
S000001_0012,tx-000001-993424,S000001,CSIPV-EUSY-017,CSIPV-EUSY-017,LOC-0010,5,1,68528,2025-12-10T06:06:00Z,2025-12-10T06:06:00Z,120,2025-12-10T06:04:00Z,Charging,Charging,True,False,True,False,CablePluggedIn,,True,62.282,62.282,715.286,200.089,143387.813,143.388,207.892,228.022,212.873,770.0,500.0,92.058,780.0,150.0,143.482,145.342,145342.321,3.83052,3830.517,587430.699,586883.481,586936.41,583105.893,0.9531,25.549,28.37,27.925,27.34,30.688,34.135,35.243,True,ISO,True,True,False,0,True,PASSED,False,False,0,0,0,,ISO15118,CCS2,CCS2,800V,44:1D:B1:4C:3C:26,6A:3D:FB:17:CD:87,7.803,7.803,0.03753,12.785,54.714,267.183,9.694,10,0,0.0,4,50.447,2.553,6.417,35919.166,216.096,555.542,715.405,1.574,4.095,27.142,0.467,31.199,34.133,34.661,9.379,1.168,1.412,sensor_drift,930.0,1860.0,0,0,0,1,normal_or_no_weak_label
S000001_0013,tx-000001-993424,S000001,CSIPV-EUSY-017,CSIPV-EUSY-017,LOC-0010,5,1,68529,2025-12-10T06:06:10Z,2025-12-10T06:06:10Z,130,2025-12-10T06:04:00Z,Charging,Charging,True,False,True,False,CablePluggedIn,,True,62.689,62.689,719.28,98.714,70424.381,70.424,99.927,108.067,103.59,770.0,500.0,92.058,780.0,150.0,101.74,145.342,145342.321,4.01799,4017.988,587159.85,586888.23,587123.881,583105.893,0.95832,25.549,27.861,27.789,28.216,29.545,31.598,31.012,True,ISO,True,True,False,0,True,PASSED,False,False,0,0,0,,ISO15118,CCS2,CCS2,800V,44:1D:B1:4C:3C:26,6A:3D:FB:17:CD:87,1.214,1.214,0.01214,4.876,50.72,-578.465,5.462,10,0,0.0,4,26.016,0.958,2.652,17681.827,145.282,375.538,718.762,1.445,3.523,28.348,0.594,29.396,31.403,31.387,4.884,1.037,1.221,sensor_drift,930.0,1860.0,0,0,0,1,normal_or_no_weak_label
S000001_0014,tx-000001-993424,S000001,CSIPV-EUSY-017,CSIPV-EUSY-017,LOC-0010,5,1,68530,2025-12-10T06:06:20Z,2025-12-10T06:06:20Z,140,2025-12-10T06:04:00Z,Charging,Charging,True,False,True,False,CablePluggedIn,,True,63.07,63.07,722.226,92.184,66924.25,66.924,96.963,120.077,102.033,770.0,500.0,92.058,780.0,150.0,101.74,145.342,145342.321,4.19362,4193.616,587862.818,587296.618,587299.509,583105.893,0.94474,25.549,27.916,27.585,28.58,29.327,31.032,32.404,True,ISO,True,True,False,0,True,PASSED,False,False,0,0,0,,ISO15118,CCS2,CCS2,800V,44:1D:B1:4C:3C:26,6A:3D:FB:17:CD:87,4.779,4.779,0.04929,9.85,47.774,346.933,6.855,10,0,0.0,4,23.387,1.239,3.407,16463.765,215.443,553.294,721.284,1.244,3.243,28.535,0.873,29.577,31.539,32.53,6.375,1.218,1.43,sensor_drift,930.0,1860.0,0,0,0,1,normal_or_no_weak_label
S000001_0015,tx-000001-993424,S000001,CSIPV-EUSY-017,CSIPV-EUSY-017,LOC-0010,5,1,68531,2025-12-10T06:06:30Z,2025-12-10T06:06:30Z,150,2025-12-10T06:04:00Z,Charging,Charging,True,False,True,False,CablePluggedIn,,True,63.446,63.446,719.562,91.277,65441.557,65.442,90.087,110.181,91.245,770.0,500.0,92.058,780.0,150.0,101.74,145.342,145342.321,4.36673,4366.726,587511.394,587413.276,587472.619,583105.893,0.9523,25.549,28.264,27.169,27.986,29.206,33.528,30.493,True,ISO,True,True,False,0,True,PASSED,False,False,0,0,0,,ISO15118,CCS2,CCS2,800V,44:1D:B1:4C:3C:26,6A:3D:FB:17:CD:87,-1.189,1.189,0.0132,-0.032,50.438,-237.708,4.944,10,0,0.0,4,23.355,1.507,3.821,16391.002,112.193,275.371,719.216,1.285,3.269,27.925,0.116,29.203,33.264,30.28,6.566,1.331,1.573,sensor_drift,930.0,1860.0,0,0,0,1,normal_or_no_weak_label
S000001_0016,tx-000001-993424,S000001,CSIPV-EUSY-017,CSIPV-EUSY-017,LOC-0010,5,1,68532,2025-12-10T06:06:40Z,2025-12-10T06:06:40Z,160,2025-12-10T06:04:00Z,Charging,Charging,True,False,True,False,CablePluggedIn,,True,63.809,63.809,720.587,87.061,62270.633,62.271,86.174,97.873,97.044,770.0,500.0,92.058,780.0,150.0,101.74,145.342,145342.321,4.53343,4533.428,588364.415,587400.972,587639.321,583105.893,0.96374,25.549,27.314,27.796,29.001,30.387,31.63,32.816,True,ISO,True,True,False,0,True,PASSED,False,False,0,0,0,,ISO15118,CCS2,CCS2,800V,44:1D:B1:4C:3C:26,6A:3D:FB:17:CD:87,-0.887,0.887,0.01029,9.983,49.413,-464.433,7.267,10,0,0.0,4,21.583,1.773,5.015,15601.592,150.327,375.166,720.712,1.921,5.381,28.97,0.336,30.776,30.828,33.044,5.581,1.153,1.299,sensor_drift,930.0,1860.0,0,0,0,1,normal_or_no_weak_label
S000001_0017,tx-000001-993424,S000001,CSIPV-EUSY-017,CSIPV-EUSY-017,LOC-0010,5,1,68533,2025-12-10T06:06:50Z,2025-12-10T06:06:50Z,170,2025-12-10T06:04:00Z,Charging,Charging,True,False,True,False,CablePluggedIn,,True,64.149,64.149,722.251,81.644,58901.766,58.902,81.334,100.936,84.177,770.0,500.0,92.058,780.0,150.0,101.74,145.342,145342.321,4.69005,4690.047,587704.715,587699.002,587795.94,583105.893,0.95724,25.549,26.808,26.756,27.9,28.691,31.152,32.127,True,ISO,True,True,False,0,True,PASSED,False,False,0,0,0,,ISO15118,CCS2,CCS2,800V,44:1D:B1:4C:3C:26,6A:3D:FB:17:CD:87,-0.31,0.31,0.00381,2.533,47.749,-65.691,6.577,10,0,0.0,4,20.353,1.011,2.169,14618.938,108.972,267.096,722.809,1.322,3.591,27.884,0.892,29.693,31.253,32.294,6.453,1.335,1.42,sensor_drift,930.0,1860.0,0,0,0,1,normal_or_no_weak_label
S000001_0018,tx-000001-993424,S000001,CSIPV-EUSY-017,CSIPV-EUSY-017,LOC-0010,5,1,68534,2025-12-10T06:07:00Z,2025-12-10T06:07:00Z,180,2025-12-10T06:04:00Z,Charging,Charging,True,False,True,False,CablePluggedIn,,True,64.441,64.441,726.488,70.501,50734.32,50.734,75.728,93.002,77.371,770.0,500.0,92.058,780.0,150.0,101.74,145.342,145342.321,4.82458,4824.578,587881.518,587785.421,587930.471,583105.893,0.9546,25.549,26.683,26.406,27.724,28.707,31.297,32.92,True,ISO,True,True,False,0,True,PASSED,False,False,0,0,0,,ISO15118,CCS2,CCS2,800V,44:1D:B1:4C:3C:26,6A:3D:FB:17:CD:87,5.227,5.227,0.06902,6.869,43.512,-484.154,7.371,10,0,0.0,4,17.835,1.638,4.19,12678.022,193.53,485.878,725.389,0.936,2.603,27.464,0.743,28.716,30.506,33.083,8.056,1.235,1.483,sensor_drift,930.0,1860.0,0,0,0,1,normal_or_no_weak_label
S000001_0019,tx-000001-993424,S000001,CSIPV-EUSY-017,CSIPV-EUSY-017,LOC-0010,5,1,68535,2025-12-10T06:07:10Z,2025-12-10T06:07:10Z,190,2025-12-10T06:04:00Z,Charging,Charging,True,False,True,False,CablePluggedIn,,True,64.741,64.741,722.87,72.533,51870.133,51.87,71.72,84.275,74.559,770.0,500.0,92.058,780.0,150.0,101.74,145.342,145342.321,4.96254,4962.535,588292.811,588113.108,588068.428,583105.893,0.95748,25.549,28.226,27.719,28.402,29.499,32.152,32.927,True,ISO,True,True,False,0,True,PASSED,False,False,0,0,0,,ISO15118,CCS2,CCS2,800V,44:1D:B1:4C:3C:26,6A:3D:FB:17:CD:87,-0.813,0.813,0.01134,2.026,47.13,-561.92,7.377,10,0,0.0,4,19.048,0.915,2.333,12905.699,175.331,492.887,724.37,1.421,3.732,29.107,0.955,29.509,32.862,32.896,5.782,1.181,1.409,sensor_drift,930.0,1860.0,0,0,0,1,normal_or_no_weak_label
S000001_0020,tx-000001-993424,S000001,CSIPV-EUSY-017,CSIPV-EUSY-017,LOC-0010,5,1,68536,2025-12-10T06:07:20Z,2025-12-10T06:07:20Z,200,2025-12-10T06:04:00Z,Charging,Charging,True,False,True,False,CablePluggedIn,,True,65.021,65.021,726.059,66.444,48413.767,48.414,68.578,82.895,69.724,770.0,500.0,92.058,780.0,150.0,101.74,145.342,145342.321,5.09127,5091.274,588230.56,588188.719,588197.167,583105.893,0.95729,25.549,27.556,27.154,27.541,29.378,30.975,33.3,True,ISO,True,True,False,0,True,PASSED,False,False,0,0,0,,ISO15118,CCS2,CCS2,800V,44:1D:B1:4C:3C:26,6A:3D:FB:17:CD:87,2.134,2.134,0.03111,3.28,43.941,171.175,7.75,10,0,0.0,4,16.775,1.123,3.015,12032.779,170.022,417.341,725.656,0.931,2.631,27.21,0.686,29.731,30.424,33.218,7.414,1.185,1.472,sensor_drift,930.0,1860.0,0,0,0,1,normal_or_no_weak_label
S000001_0021,tx-000001-993424,S000001,CSIPV-EUSY-017,CSIPV-EUSY-017,LOC-0010,5,1,68537,2025-12-10T06:07:30Z,2025-12-10T06:07:30Z,210,2025-12-10T06:04:00Z,Charging,Charging,True,False,True,False,CablePluggedIn,,True,65.289,65.289,723.652,64.08,46262.161,46.262,64.211,71.496,66.202,770.0,500.0,92.058,780.0,150.0,101.74,145.342,145342.321,5.21493,5214.934,588595.974,587814.659,588320.827,583105.893,0.96229,25.549,27.834,27.422,29.323,28.931,32.227,31.672,True,ISO,True,True,False,0,True,PASSED,False,False,0,0,0,,ISO15118,CCS2,CCS2,800V,44:1D:B1:4C:3C:26,6A:3D:FB:17:CD:87,0.131,0.131,0.00204,2.122,46.348,-109.715,6.122,10,0,0.0,4,15.853,1.488,3.81,11499.393,118.179,329.942,723.439,0.62,1.657,29.256,0.784,29.846,32.363,31.421,5.601,1.116,1.284,sensor_drift,930.0,1860.0,0,0,0,1,normal_or_no_weak_label
S000001_0022,tx-000001-993424,S000001,CSIPV-EUSY-017,CSIPV-EUSY-017,LOC-0010,5,1,68538,2025-12-10T06:07:40Z,2025-12-10T06:07:40Z,220,2025-12-10T06:04:00Z,Charging,Charging,True,False,True,False,CablePluggedIn,,True,65.54,65.54,723.429,59.867,43082.534,43.083,61.424,66.968,67.768,770.0,500.0,92.058,780.0,150.0,101.74,145.342,145342.321,5.33034,5330.336,588442.596,588623.154,588436.229,583105.893,0.96431,25.549,27.608,28.467,28.401,30.488,32.588,33.282,True,ISO,True,True,False,0,True,PASSED,False,False,0,0,0,,ISO15118,CCS2,CCS2,800V,44:1D:B1:4C:3C:26,6A:3D:FB:17:CD:87,1.557,1.557,0.02535,7.9,46.571,-227.168,7.732,10,0,0.0,4,14.459,1.508,3.884,10793.674,115.296,257.539,723.315,1.187,3.07,28.696,0.422,29.732,32.423,34.033,6.546,1.401,1.796,sensor_drift,930.0,1860.0,0,0,0,1,normal_or_no_weak_label
S000001_0023,tx-000001-993424,S000001,CSIPV-EUSY-017,CSIPV-EUSY-017,LOC-0010,5,1,68539,2025-12-10T06:07:50Z,2025-12-10T06:07:50Z,230,2025-12-10T06:04:00Z,Charging,Charging,True,False,True,False,CablePluggedIn,,True,65.783,65.783,729.255,58.194,42185.263,42.185,56.58,73.892,63.28,770.0,500.0,92.058,780.0,150.0,101.74,145.342,145342.321,5.44214,5442.142,589702.332,588410.457,588548.035,583105.893,0.95413,25.549,28.164,26.852,27.321,29.274,32.269,30.502,True,ISO,True,True,False,0,True,PASSED,False,False,0,0,0,,ISO15118,CCS2,CCS2,800V,44:1D:B1:4C:3C:26,6A:3D:FB:17:CD:87,-1.614,1.614,0.02853,5.086,40.745,-253.135,4.953,10,0,0.0,4,15.568,1.344,3.711,10534.266,86.391,215.007,729.392,1.123,2.777,27.218,0.259,29.689,32.442,30.017,6.755,1.184,1.503,sensor_drift,930.0,1860.0,0,0,0,1,normal_or_no_weak_label
