sample_index,sessionId,chargerId,scenario,ensemble_score,health_status,top_1_feature,top_1_zscore,top_2_feature,top_2_zscore,top_3_feature,top_3_zscore,top_1_feature_label,top_2_feature_label,top_3_feature_label
92616,S000573,CSIPV-EUSY-008,mixed_anomaly,0.9885771001888809,Critical,pmc_temp_gap_roll_mean_6,9.409532119748127,current_error_ratio,8.409245170648624,pmc_temp_gap,8.292049911745403,60-s average module temperature imbalance,Relative current tracking error,Module temperature imbalance
97911,S000608,CSIPV-EUSY-037,efficiency_decline,0.9878149349138128,Critical,pmc_temp_gap_roll_mean_6,10.163810035395398,pmc_temp_gap,9.012969275305563,efficiency,6.257336095582309,60-s average module temperature imbalance,Module temperature imbalance,Charging efficiency
96361,S000598,CSIPV-EUSY-018,mixed_anomaly,0.9858276461101285,Critical,current_error_ratio,10.475299048745054,pmc_temp_gap_roll_mean_6,9.852751262550138,pmc_temp_gap,7.742921533648994,Relative current tracking error,60-s average module temperature imbalance,Module temperature imbalance
97785,S000607,CSIPV-EUSY-030,mixed_anomaly,0.9845429964887195,Critical,pmc_temp_gap_roll_mean_6,13.30859310432632,pmc_temp_gap,10.158845287118158,voltage_roll_std_6,7.852481771465021,60-s average module temperature imbalance,Module temperature imbalance,60-s voltage instability
92633,S000573,CSIPV-EUSY-008,mixed_anomaly,0.9835726059100542,Critical,pmc_temp_gap_roll_mean_6,12.999382728263669,pmc_temp_gap,10.36017226657392,pmc_voltage_std,7.608785487072057,60-s average module temperature imbalance,Module temperature imbalance,Variation in module voltage
92624,S000573,CSIPV-EUSY-008,mixed_anomaly,0.9830531991505426,Critical,current_error_ratio,13.295977784809887,pmc_temp_gap_roll_mean_6,10.757409459297048,pmc_temp_gap,9.045519146235536,Relative current tracking error,60-s average module temperature imbalance,Module temperature imbalance
97873,S000608,CSIPV-EUSY-037,efficiency_decline,0.9828617487667888,Critical,pmc_temp_gap_roll_mean_6,7.934643515565444,pmc_temp_gap,7.246837389660691,pmc_voltage_std,6.628916599150583,60-s average module temperature imbalance,Module temperature imbalance,Variation in module voltage
97729,S000607,CSIPV-EUSY-030,mixed_anomaly,0.9823814553111501,Critical,pmc_current_gap_roll_mean_6,7.6420760019305,pmc_voltageTHD_mean,7.494946692374634,pmc_temp_gap,7.342678676287835,60-s average module current imbalance,pmc_voltageTHD_mean,Module temperature imbalance
97899,S000608,CSIPV-EUSY-037,efficiency_decline,0.9819780393012355,Critical,pmc_temp_gap_roll_mean_6,10.898415728142014,pmc_temp_gap,9.891815790414853,efficiency,6.436278269924677,60-s average module temperature imbalance,Module temperature imbalance,Charging efficiency
92635,S000573,CSIPV-EUSY-008,mixed_anomaly,0.981614349356385,Critical,current_error_ratio,15.723987393467965,pmc_temp_gap_roll_mean_6,13.47442070139493,pmc_temp_gap,11.173316264435673,Relative current tracking error,60-s average module temperature imbalance,Module temperature imbalance
97792,S000607,CSIPV-EUSY-030,mixed_anomaly,0.98137678424739,Critical,pmc_temp_gap_roll_mean_6,14.429777781322056,pmc_temp_gap,11.732089048733556,pmc_boardTemp_std,5.6626791052459104,60-s average module temperature imbalance,Module temperature imbalance,pmc_boardTemp_std
92617,S000573,CSIPV-EUSY-008,mixed_anomaly,0.9806117241245904,Critical,pmc_temp_gap_roll_mean_6,9.716762070686544,pmc_temp_gap,8.0937368092276,pmc_voltageTHD_max,6.124751905521554,60-s average module temperature imbalance,Module temperature imbalance,pmc_voltageTHD_max
96335,S000598,CSIPV-EUSY-018,mixed_anomaly,0.9806084468910661,Critical,current_error_ratio,7.042664136831005,pmc_boardTemp_std,6.8996140557680885,pmc_powerW_gap_roll_mean_6,6.757128317167963,Relative current tracking error,pmc_boardTemp_std,60-s average module power imbalance
97912,S000608,CSIPV-EUSY-037,efficiency_decline,0.9796101212138735,Critical,pmc_temp_gap_roll_mean_6,10.553161614818432,pmc_temp_gap,9.102180032669194,efficiency,6.552389624624365,60-s average module temperature imbalance,Module temperature imbalance,Charging efficiency
92610,S000573,CSIPV-EUSY-008,mixed_anomaly,0.979533450524842,Critical,pmc_temp_gap_roll_mean_6,9.719138580835617,pmc_current_std,8.303684843025904,pmc_voltage_std,7.976236320042609,60-s average module temperature imbalance,Variation in module current,Variation in module voltage
97910,S000608,CSIPV-EUSY-037,efficiency_decline,0.9792071116181957,Critical,pmc_temp_gap_roll_mean_6,10.510252403793515,pmc_temp_gap,6.766425405749781,efficiency_roll_mean_6,6.00137285085122,60-s average module temperature imbalance,Module temperature imbalance,60-s average charging efficiency
97760,S000607,CSIPV-EUSY-030,mixed_anomaly,0.9788069710408566,Critical,pmc_temp_gap_roll_mean_6,10.494409002799697,pmc_temp_gap,8.566312713099812,voltage_roll_std_6,7.734017439308413,60-s average module temperature imbalance,Module temperature imbalance,60-s voltage instability
92634,S000573,CSIPV-EUSY-008,mixed_anomaly,0.978257455005794,Critical,pmc_temp_gap_roll_mean_6,12.956737573921979,pmc_temp_gap,11.85626077857753,current_error_ratio,11.620611524646334,60-s average module temperature imbalance,Module temperature imbalance,Relative current tracking error
92628,S000573,CSIPV-EUSY-008,mixed_anomaly,0.9781598556317788,Critical,pmc_temp_gap_roll_mean_6,12.140406337715595,pmc_temp_gap,12.05095722876978,pmc_powerW_gap_roll_mean_6,10.096634745566456,60-s average module temperature imbalance,Module temperature imbalance,60-s average module power imbalance
97754,S000607,CSIPV-EUSY-030,mixed_anomaly,0.9774927688652735,Critical,pmc_temp_gap,9.985848750879224,pmc_temp_gap_roll_mean_6,9.754786233071709,current_error_ratio,7.7269454084767535,Module temperature imbalance,60-s average module temperature imbalance,Relative current tracking error
97784,S000607,CSIPV-EUSY-030,mixed_anomaly,0.9771766072737114,Critical,pmc_temp_gap_roll_mean_6,12.930067848915723,pmc_temp_gap,10.905683992344779,voltage_roll_std_6,8.231907782592625,60-s average module temperature imbalance,Module temperature imbalance,60-s voltage instability
96225,S000597,CSIPV-EUSY-018,efficiency_decline,0.9742128638883598,Critical,pmc_temp_gap_roll_mean_6,10.988987170489995,pmc_temp_gap,10.674821018897003,pmc_powerW_gap_roll_mean_6,6.824029812559821,60-s average module temperature imbalance,Module temperature imbalance,60-s average module power imbalance
96346,S000598,CSIPV-EUSY-018,mixed_anomaly,0.9729293827346082,Critical,current_error_ratio,20.744471897115968,pmc_temp_gap_roll_mean_6,7.751652234086864,pmc_temp_gap,5.797162582501673,Relative current tracking error,60-s average module temperature imbalance,Module temperature imbalance
97756,S000607,CSIPV-EUSY-030,mixed_anomaly,0.9727321063886483,Critical,pmc_temp_gap_roll_mean_6,11.0143366120801,voltage_roll_std_6,8.05896945527439,pmc_temp_gap,7.657930203998506,60-s average module temperature imbalance,60-s voltage instability,Module temperature imbalance
96354,S000598,CSIPV-EUSY-018,mixed_anomaly,0.9726686377853766,Critical,current_error_ratio,21.422148137182123,pmc_temp_gap_roll_mean_6,9.657877430326195,pmc_temp_gap,9.632019598362657,Relative current tracking error,60-s average module temperature imbalance,Module temperature imbalance
92636,S000573,CSIPV-EUSY-008,mixed_anomaly,0.9722648530630016,Critical,current_error_ratio,18.53607958847933,pmc_temp_gap_roll_mean_6,13.341072076363643,pmc_powerW_gap_roll_std_6,9.434743644396804,Relative current tracking error,60-s average module temperature imbalance,Variation in module power imbalance
92611,S000573,CSIPV-EUSY-008,mixed_anomaly,0.971607598876443,Critical,pmc_temp_gap_roll_mean_6,9.829250217742644,pmc_current_gap_roll_std_6,7.668075453850219,pmc_temp_gap,6.691078482300767,60-s average module temperature imbalance,Variation in module current imbalance,Module temperature imbalance
97878,S000608,CSIPV-EUSY-037,efficiency_decline,0.9713455656465184,Critical,pmc_temp_gap_roll_mean_6,9.08421428600843,pmc_powerW_gap_roll_mean_6,5.937943672034064,pmc_temp_gap,5.216689884250473,60-s average module temperature imbalance,60-s average module power imbalance,Module temperature imbalance
97742,S000607,CSIPV-EUSY-030,mixed_anomaly,0.9709559328345622,Critical,pmc_temp_gap_roll_mean_6,8.255208329006992,current_error_ratio,7.359375401072449,pmc_temp_gap,7.353528633264493,60-s average module temperature imbalance,Relative current tracking error,Module temperature imbalance
92630,S000573,CSIPV-EUSY-008,mixed_anomaly,0.9707028575851572,Critical,current_error_ratio,13.836929871178485,pmc_temp_gap_roll_mean_6,11.96929760698238,pmc_temp_gap,9.043710820072759,Relative current tracking error,60-s average module temperature imbalance,Module temperature imbalance
97735,S000607,CSIPV-EUSY-030,mixed_anomaly,0.9700493973161026,Critical,pmc_voltage_gap,8.96909934615003,current_error_ratio,8.497422342236181,pmc_voltage_std,8.442464258650409,Module voltage imbalance,Relative current tracking error,Variation in module voltage
96355,S000598,CSIPV-EUSY-018,mixed_anomaly,0.9698228577238308,Critical,current_error_ratio,13.474643889037853,pmc_temp_gap_roll_mean_6,10.21556514530853,pmc_temp_gap,8.205853031319734,Relative current tracking error,60-s average module temperature imbalance,Module temperature imbalance
97900,S000608,CSIPV-EUSY-037,efficiency_decline,0.969642251721774,Critical,pmc_temp_gap_roll_mean_6,10.956508198452674,pmc_temp_gap,8.674812282866391,efficiency_roll_mean_6,5.662519686902419,60-s average module temperature imbalance,Module temperature imbalance,60-s average charging efficiency
92620,S000573,CSIPV-EUSY-008,mixed_anomaly,0.9694193619148338,Critical,pmc_temp_gap_roll_mean_6,10.105057423376662,pmc_temp_gap,7.896629257484981,pmc_boardTemp_std,5.795603458137846,60-s average module temperature imbalance,Module temperature imbalance,pmc_boardTemp_std
97882,S000608,CSIPV-EUSY-037,efficiency_decline,0.9692146980267937,Critical,pmc_temp_gap_roll_mean_6,9.452441330773047,pmc_temp_gap,9.11182443887067,pmc_current_gap_roll_mean_6,7.832890806907502,60-s average module temperature imbalance,Module temperature imbalance,60-s average module current imbalance
96230,S000597,CSIPV-EUSY-018,efficiency_decline,0.9692103539208728,Critical,pmc_temp_gap_roll_mean_6,12.51576291292743,pmc_temp_gap,12.4849555078361,pmc_current_std,11.035485022026197,60-s average module temperature imbalance,Module temperature imbalance,Variation in module current
97743,S000607,CSIPV-EUSY-030,mixed_anomaly,0.9685781813518202,Critical,pmc_temp_gap_roll_mean_6,8.755199658703512,current_error_ratio,8.265255482213515,pmc_powerW_gap_roll_mean_6,7.845992127091514,60-s average module temperature imbalance,Relative current tracking error,60-s average module power imbalance
97875,S000608,CSIPV-EUSY-037,efficiency_decline,0.9682647537213508,Critical,pmc_temp_gap_roll_mean_6,9.012918981536258,pmc_powerW_gap_roll_mean_6,8.529463400337542,pmc_temp_gap,8.363780182868863,60-s average module temperature imbalance,60-s average module power imbalance,Module temperature imbalance
97783,S000607,CSIPV-EUSY-030,mixed_anomaly,0.9681865866258412,Critical,pmc_temp_gap_roll_mean_6,12.759883316573815,pmc_temp_gap,11.135341415017372,pmc_powerW_gap,7.256056253312381,60-s average module temperature imbalance,Module temperature imbalance,pmc_powerW_gap
96353,S000598,CSIPV-EUSY-018,mixed_anomaly,0.9677445147621568,Critical,current_error_ratio,17.565800449437237,pmc_temp_gap_roll_mean_6,8.860822331995621,pmc_current_gap_roll_mean_6,7.312624685229342,Relative current tracking error,60-s average module temperature imbalance,60-s average module current imbalance
97715,S000607,CSIPV-EUSY-030,mixed_anomaly,0.9676821680191818,Critical,voltage_slope_6,7.79413191850129,voltage_roll_std_6,6.491545102982227,pmc_temp_gap_roll_std_6,6.101312604226156,Voltage change rate,60-s voltage instability,Variation in module temperature imbalance
96231,S000597,CSIPV-EUSY-018,efficiency_decline,0.9673753863308028,Critical,pmc_temp_gap_roll_mean_6,12.1962543262188,pmc_temp_gap,9.216104580924103,pmc_current_gap_roll_mean_6,8.543668371392595,60-s average module temperature imbalance,Module temperature imbalance,60-s average module current imbalance
92730,S000574,CSIPV-EUSY-039,current_instability,0.9670216992883198,Critical,pmc_voltage_gap,9.84840488365807,pmc_voltage_std,9.374920135866006,current_error,7.944213187896812,Module voltage imbalance,Variation in module voltage,Current tracking error
97874,S000608,CSIPV-EUSY-037,efficiency_decline,0.9668536609048369,Critical,pmc_temp_gap_roll_mean_6,8.046999634279922,pmc_powerW_gap_roll_mean_6,7.317101464947098,pmc_temp_gap,7.20102646020369,60-s average module temperature imbalance,60-s average module power imbalance,Module temperature imbalance
96206,S000597,CSIPV-EUSY-018,efficiency_decline,0.9665321832742776,Critical,pmc_temp_gap_roll_mean_6,8.764177585933341,pmc_current_gap_roll_mean_6,8.716584808335188,pmc_powerW_gap_roll_std_6,8.41804813142323,60-s average module temperature imbalance,60-s average module current imbalance,Variation in module power imbalance
92626,S000573,CSIPV-EUSY-008,mixed_anomaly,0.9664427871430439,Critical,pmc_temp_gap_roll_mean_6,10.87187803147737,pmc_temp_gap,9.880965833438198,pmc_powerW_gap_roll_mean_6,7.242138720927988,60-s average module temperature imbalance,Module temperature imbalance,60-s average module power imbalance
97788,S000607,CSIPV-EUSY-030,mixed_anomaly,0.9654039130917258,Critical,pmc_temp_gap_roll_mean_6,13.728047145637605,pmc_temp_gap,10.72545415145474,pmc_powerW_gap_roll_mean_6,8.40135848368606,60-s average module temperature imbalance,Module temperature imbalance,60-s average module power imbalance
97872,S000608,CSIPV-EUSY-037,efficiency_decline,0.9645706148851136,Critical,pmc_temp_gap_roll_mean_6,7.6165872406145825,pmc_temp_gap,6.546412389278663,pmc_current_gap,5.093185364693711,60-s average module temperature imbalance,Module temperature imbalance,Module current imbalance
96233,S000597,CSIPV-EUSY-018,efficiency_decline,0.9639922691783989,Critical,pmc_temp_gap_roll_mean_6,12.699414336114081,pmc_temp_gap,11.202249483040095,pmc_current_gap_roll_mean_6,9.221379459339541,60-s average module temperature imbalance,Module temperature imbalance,60-s average module current imbalance
97866,S000608,CSIPV-EUSY-037,efficiency_decline,0.9638340269393859,Critical,pmc_current_gap_roll_mean_6,10.05714223789542,pmc_temp_gap_roll_mean_6,8.274880551907646,pmc_current_gap,8.03694403712703,60-s average module current imbalance,60-s average module temperature imbalance,Module current imbalance
97922,S000608,CSIPV-EUSY-037,efficiency_decline,0.96382382377963,Critical,pmc_temp_gap_roll_mean_6,11.250139230204734,pmc_powerW_std,7.9481631185221175,pmc_powerW_gap,7.9228754165728565,60-s average module temperature imbalance,pmc_powerW_std,pmc_powerW_gap
97884,S000608,CSIPV-EUSY-037,efficiency_decline,0.9637915021532333,Warning,pmc_temp_gap_roll_mean_6,10.202890424513475,pmc_temp_gap,7.726043822796414,pmc_current_gap_roll_mean_6,6.447132414006138,60-s average module temperature imbalance,Module temperature imbalance,60-s average module current imbalance
92612,S000573,CSIPV-EUSY-008,mixed_anomaly,0.9636800304295985,Warning,pmc_temp_gap_roll_mean_6,9.8689907485688,pmc_current_gap_roll_std_6,7.59573603696626,pmc_temp_gap,7.005727234623849,60-s average module temperature imbalance,Variation in module current imbalance,Module temperature imbalance
97864,S000608,CSIPV-EUSY-037,efficiency_decline,0.9630710396616372,Warning,pmc_temp_gap_roll_mean_6,8.067860112255113,pmc_current_gap_roll_mean_6,7.757353626558896,pmc_current_gap,5.674509489759715,60-s average module temperature imbalance,60-s average module current imbalance,Module current imbalance
92602,S000573,CSIPV-EUSY-008,mixed_anomaly,0.9625428227899093,Warning,pmc_temp_gap_roll_mean_6,8.864255068877613,pmc_temp_gap,7.726646598184007,pmc_current_gap_roll_mean_6,7.56016821601032,60-s average module temperature imbalance,Module temperature imbalance,60-s average module current imbalance
97902,S000608,CSIPV-EUSY-037,efficiency_decline,0.9622182695194755,Warning,pmc_temp_gap_roll_mean_6,11.310476182322851,pmc_temp_gap,8.070228569111508,efficiency_roll_mean_6,5.660515154296753,60-s average module temperature imbalance,Module temperature imbalance,60-s average charging efficiency
97731,S000607,CSIPV-EUSY-030,mixed_anomaly,0.9614100536953296,Warning,pmc_current_gap_roll_mean_6,8.16476902096926,pmc_temp_gap_roll_mean_6,7.137192332210022,pmc_powerW_gap_roll_mean_6,6.621572659831967,60-s average module current imbalance,60-s average module temperature imbalance,60-s average module power imbalance
92576,S000573,CSIPV-EUSY-008,mixed_anomaly,0.9613604373558133,Warning,pmc_powerW_gap_roll_mean_6,9.819362388238984,pmc_boardTemp_std,7.57162050649954,pmc_powerW_std,7.182934269236974,60-s average module power imbalance,pmc_boardTemp_std,pmc_powerW_std
92614,S000573,CSIPV-EUSY-008,mixed_anomaly,0.9611447466918296,Warning,pmc_temp_gap_roll_mean_6,8.879438328163355,pmc_current_gap_roll_std_6,7.337939718773826,pmc_powerW_std,7.336574969200348,60-s average module temperature imbalance,Variation in module current imbalance,pmc_powerW_std
92631,S000573,CSIPV-EUSY-008,mixed_anomaly,0.9608072676314908,Warning,pmc_temp_gap_roll_mean_6,12.574515524946163,pmc_temp_gap,10.215506173551816,current_error_ratio,9.331307579159692,60-s average module temperature imbalance,Module temperature imbalance,Relative current tracking error
92609,S000573,CSIPV-EUSY-008,mixed_anomaly,0.960409848031253,Warning,pmc_temp_gap_roll_mean_6,10.199061602606639,pmc_temp_gap,7.599460991402074,pmc_powerW_gap_roll_mean_6,4.620424287289855,60-s average module temperature imbalance,Module temperature imbalance,60-s average module power imbalance
97773,S000607,CSIPV-EUSY-030,mixed_anomaly,0.9603630947608401,Warning,pmc_temp_gap_roll_mean_6,11.676062660255162,pmc_temp_gap,8.829122782089971,pmc_powerW_gap_roll_mean_6,5.4322065236180395,60-s average module temperature imbalance,Module temperature imbalance,60-s average module power imbalance
97746,S000607,CSIPV-EUSY-030,mixed_anomaly,0.9603417688677207,Warning,pmc_current_gap_roll_mean_6,9.550224051700548,pmc_current_gap,9.480022438855414,pmc_current_std,8.869430571624083,60-s average module current imbalance,Module current imbalance,Variation in module current
96188,S000597,CSIPV-EUSY-018,efficiency_decline,0.960330080875689,Warning,pmc_temp_gap_roll_mean_6,8.25045530870885,pmc_current_gap_roll_mean_6,7.146685578198465,pmc_powerW_gap_roll_mean_6,7.128591874927743,60-s average module temperature imbalance,60-s average module current imbalance,60-s average module power imbalance
92622,S000573,CSIPV-EUSY-008,mixed_anomaly,0.9602727283500457,Warning,pmc_temp_gap_roll_mean_6,9.455610010971807,current_error_ratio,8.137448121148406,pmc_temp_gap,5.722418434440253,60-s average module temperature imbalance,Relative current tracking error,Module temperature imbalance
97879,S000608,CSIPV-EUSY-037,efficiency_decline,0.96015276346006,Warning,pmc_temp_gap_roll_mean_6,8.959843588206972,pmc_temp_gap,6.679022974548926,pmc_powerW_gap_roll_mean_6,5.126423445364638,60-s average module temperature imbalance,Module temperature imbalance,60-s average module power imbalance
97787,S000607,CSIPV-EUSY-030,mixed_anomaly,0.9596795363212482,Warning,pmc_temp_gap_roll_mean_6,13.37856812538234,pmc_temp_gap,10.24504216754383,pmc_powerW_gap_roll_mean_6,8.236963957404912,60-s average module temperature imbalance,Module temperature imbalance,60-s average module power imbalance
96223,S000597,CSIPV-EUSY-018,efficiency_decline,0.9593551385153453,Warning,pmc_temp_gap_roll_mean_6,10.2815793161161,pmc_temp_gap,9.727258109602209,pmc_powerW_gap_roll_mean_6,6.078169715132017,60-s average module temperature imbalance,Module temperature imbalance,60-s average module power imbalance
96364,S000598,CSIPV-EUSY-018,mixed_anomaly,0.9592208335853368,Warning,pmc_temp_gap_roll_mean_6,11.426000981236095,pmc_temp_gap,8.85202824681847,current_error_ratio,7.061488476832843,60-s average module temperature imbalance,Module temperature imbalance,Relative current tracking error
96368,S000598,CSIPV-EUSY-018,mixed_anomaly,0.9591707240546611,Warning,pmc_temp_gap_roll_mean_6,12.315739975380495,pmc_temp_gap,11.028650171413569,current_error_ratio,9.568097961288071,60-s average module temperature imbalance,Module temperature imbalance,Relative current tracking error
96351,S000598,CSIPV-EUSY-018,mixed_anomaly,0.9583998186275015,Warning,pmc_temp_gap,10.129309293126145,pmc_temp_gap_roll_mean_6,8.554780636131737,pmc_boardTemp_std,7.501465986917685,Module temperature imbalance,60-s average module temperature imbalance,pmc_boardTemp_std
96220,S000597,CSIPV-EUSY-018,efficiency_decline,0.9582973357088364,Warning,pmc_temp_gap_roll_mean_6,10.386937932724978,pmc_voltage_gap,8.754376411797251,pmc_voltage_std,7.8853613828563445,60-s average module temperature imbalance,Module voltage imbalance,Variation in module voltage
97772,S000607,CSIPV-EUSY-030,mixed_anomaly,0.9582348719779341,Warning,pmc_temp_gap_roll_mean_6,11.439467872080844,pmc_temp_gap,9.877951956500235,pmc_powerW_gap_roll_mean_6,5.358513127363206,60-s average module temperature imbalance,Module temperature imbalance,60-s average module power imbalance
97926,S000608,CSIPV-EUSY-037,efficiency_decline,0.9581714068763512,Warning,pmc_temp_gap_roll_mean_6,11.144912641937472,pmc_powerW_gap_roll_mean_6,8.853953459469718,pmc_temp_gap,7.692891176478849,60-s average module temperature imbalance,60-s average module power imbalance,Module temperature imbalance
87745,S000541,CSIPV-EUSY-039,efficiency_decline,0.9572690348401578,Warning,pmc_temp_gap_roll_mean_6,11.404216304869598,pmc_temp_gap,10.977414263468239,efficiency_roll_mean_6,6.6205991188183395,60-s average module temperature imbalance,Module temperature imbalance,60-s average charging efficiency
97750,S000607,CSIPV-EUSY-030,mixed_anomaly,0.9571750859572519,Warning,pmc_temp_gap_roll_mean_6,8.013464435509679,pmc_current_gap_roll_mean_6,7.949381880216198,pmc_current_gap_roll_std_6,7.597181725829873,60-s average module temperature imbalance,60-s average module current imbalance,Variation in module current imbalance
96362,S000598,CSIPV-EUSY-018,mixed_anomaly,0.9571275206450814,Warning,pmc_temp_gap_roll_mean_6,10.586036671880601,pmc_temp_gap,9.041299718522392,pmc_powerW_gap_roll_mean_6,4.898586968700488,60-s average module temperature imbalance,Module temperature imbalance,60-s average module power imbalance
97789,S000607,CSIPV-EUSY-030,mixed_anomaly,0.957096659147549,Warning,pmc_temp_gap_roll_mean_6,13.44748691970544,pmc_temp_gap,9.854443716384145,pmc_voltageTHD_mean,5.877065896784051,60-s average module temperature imbalance,Module temperature imbalance,pmc_voltageTHD_mean
96234,S000597,CSIPV-EUSY-018,efficiency_decline,0.9570892697745175,Warning,pmc_temp_gap_roll_mean_6,12.919505581586513,pmc_temp_gap,10.182353527234252,pmc_current_gap_roll_mean_6,7.729140944741947,60-s average module temperature imbalance,Module temperature imbalance,60-s average module current imbalance
97870,S000608,CSIPV-EUSY-037,efficiency_decline,0.956238590856031,Warning,pmc_temp_gap_roll_mean_6,7.758649736192468,pmc_current_gap_roll_std_6,7.272061816916753,pmc_voltageTHD_mean,5.175718556823601,60-s average module temperature imbalance,Variation in module current imbalance,pmc_voltageTHD_mean
96337,S000598,CSIPV-EUSY-018,mixed_anomaly,0.9558021444530854,Warning,pmc_powerW_gap_roll_mean_6,6.6668112983889545,pmc_temp_gap_roll_mean_6,6.54689361684875,pmc_temp_gap,6.060575426879424,60-s average module power imbalance,60-s average module temperature imbalance,Module temperature imbalance
97770,S000607,CSIPV-EUSY-030,mixed_anomaly,0.9557564227379851,Warning,pmc_temp_gap_roll_mean_6,10.600559789458266,pmc_temp_gap,8.387288422984955,pmc_boardTemp_std,5.673756134653572,60-s average module temperature imbalance,Module temperature imbalance,pmc_boardTemp_std
92607,S000573,CSIPV-EUSY-008,mixed_anomaly,0.9555217933443483,Warning,pmc_temp_gap_roll_mean_6,10.209887926619079,pmc_temp_gap,9.002119318328905,pmc_boardTemp_std,5.788218771866071,60-s average module temperature imbalance,Module temperature imbalance,pmc_boardTemp_std
97860,S000608,CSIPV-EUSY-037,efficiency_decline,0.9552546474789186,Warning,pmc_temp_gap_roll_mean_6,7.450627615204355,pmc_temp_gap,6.242010818544648,pmc_powerW_std,4.2703878302841085,60-s average module temperature imbalance,Module temperature imbalance,pmc_powerW_std
97767,S000607,CSIPV-EUSY-030,mixed_anomaly,0.9551566212266138,Warning,pmc_temp_gap_roll_mean_6,10.752788467340517,pmc_temp_gap,7.748949287524915,current_error_ratio,6.569413624153227,60-s average module temperature imbalance,Module temperature imbalance,Relative current tracking error
96359,S000598,CSIPV-EUSY-018,mixed_anomaly,0.9550190826062581,Warning,current_error_ratio,15.82966789874144,pmc_temp_gap_roll_mean_6,10.457573095489073,pmc_temp_gap,9.712188724912407,Relative current tracking error,60-s average module temperature imbalance,Module temperature imbalance
96217,S000597,CSIPV-EUSY-018,efficiency_decline,0.954172720917537,Warning,pmc_temp_gap_roll_mean_6,10.171071594184228,pmc_temp_gap,9.278793221233682,pmc_powerW_gap_roll_mean_6,5.966980956060606,60-s average module temperature imbalance,Module temperature imbalance,60-s average module power imbalance
97781,S000607,CSIPV-EUSY-030,mixed_anomaly,0.9541581234598296,Warning,pmc_temp_gap_roll_mean_6,11.864599132081578,pmc_temp_gap,10.040701311150103,current_error_ratio,7.069084263149374,60-s average module temperature imbalance,Module temperature imbalance,Relative current tracking error
96358,S000598,CSIPV-EUSY-018,mixed_anomaly,0.9540203689910319,Warning,pmc_temp_gap_roll_mean_6,9.841924938537698,pmc_temp_gap,7.888190402058692,current_error_ratio,6.5109590946738365,60-s average module temperature imbalance,Module temperature imbalance,Relative current tracking error
